respondent_id,respondent_type,business_name,state,occupation_or_business_type,household_size,num_employees,monthly_household_income,monthly_business_revenue,energy_source,grid_hours_per_day,power_outage_hours,fuel_spend,daily_energy_spend,satisfaction,challenge,appliances,peak_energy_requirement_W,shortfall_frequency,willingness_to_pay,max_extra_hourly_fee,payment_method,payment_cycle,insufficient_action,microgrid_appeal,microgrid_factors,rental_concerns,recommend_likelihood,improvements,focus_group_interest,other_comments,photo,gps_latitude,gps_longitude,gps_altitude,gps_accuracy
ID-199,Shop,Golden Mart,"Abuja FCT, Nigeria",Repair/Services,,More than 20,,"₦500,000–₦1,000,000",None,5–10,More than 6 hours,"₦1,000–₦3,000","More than ₦5,000",Very dissatisfied,High daily cost compared to current method,"Mobile phone charger, TV",100 W,Every day,"₦4,000",₦500,POS/Mobile App,Daily,Switch back to current method,Not appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Unreliable availability of charged units, Maintenance/damage responsibility",Probably would recommend,None,Yes,I don’t know,photo_199.jpg,9.435762266,7.789828851,545.7618093,10.74788325
ID-200,MSME,Capital Collections,"Abuja FCT, Nigeria",Repair/Services,,More than 20,,"₦250,000–₦500,000",Mixed sources,11–18,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very dissatisfied,Unreliable availability of charged units,"Fan, Fridge, Mobile phone charger",1000 W,Every day,"₦6,000",₦500,Bank transfer,Weekly,Top up with generator/fuel,Slightly appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly",Unreliable availability of charged units,Probably would recommend,Faster exchange,No,Beyond,photo_200.jpg,9.177965307,7.481297678,543.7811841,12.33197246
ID-201,Shop,Top Mart,"Abuja FCT, Nigeria",Repair/Services,,Just me (sole proprietor),,"₦250,000–₦500,000",Solar,5–10,2–4 hours,"₦1,000–₦3,000","More than ₦5,000",Satisfied,High daily cost compared to current method,"Mobile phone charger, Machinery, Lights, Fridge, TV",300 W,Rarely,"₦4,000",₦500,Bank transfer,Pay-as-you-use,Switch back to current method,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","Insufficient capacity to power all devices, Unreliable availability of charged units",Would not recommend,Better monitoring,No,None,photo_201.jpg,9.412366642,7.210578204,542.6726568,10.70267615
ID-202,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,5,,"₦100,000–₦200,000",,Solar,5–10,2–4 hours,"₦1,000–₦3,000","More than ₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"Mobile phone charger, TV, Lights, Fridge",200 W,Rarely,"₦4,000",₦500,Cash,Daily,Rent an additional battery,Slightly appealing,Ability to charge/discharge flexibly,"Maintenance/damage responsibility, Insufficient capacity to power all devices",Definitely would recommend,Lower cost,No,None,photo_202.jpg,9.378641051,7.337000533,544.1137217,15.9258056
ID-203,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,7,,"₦50,000–₦100,000",,National Grid,11–18,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,Insufficient capacity to power all devices,"Fridge, Mobile phone charger, TV, POS terminal",100 W,4–6 times per week,"₦4,000",₦1000,POS/Mobile App,Weekly,Rent an additional battery,Moderately appealing,Ability to charge/discharge flexibly,"Maintenance/damage responsibility, High daily cost compared to current method, Unreliable availability of charged units",Would not recommend,More flexibility,Yes,-,photo_203.jpg,9.246786594,7.602621292,529.847862,16.70144188
ID-204,Shop,Green Stores,"Abuja FCT, Nigeria",Workshop,,10-Jun,,"Above ₦1,000,000",National Grid,5–10,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very dissatisfied,Unreliable availability of charged units,"POS terminal, Fridge, Lights, Machinery, TV",1000 W,1–3 times per week,"₦5,000",₦1000,Bank transfer,Monthly,Top up with generator/fuel,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly",Insufficient capacity to power all devices,Would not recommend,None,No,I don’t know,photo_204.jpg,9.104461574,7.249879615,517.4842949,16.07023912
ID-205,Workshop,Top Solutions,"Abuja FCT, Nigeria",Restaurant/Catering,,20-Nov,,"₦500,000–₦1,000,000",Solar,5–10,Daily outages,"More than ₦5,000","₦1,000–₦3,000",Very satisfied,Unreliable availability of charged units,"Fridge, TV, Fan, Machinery, Lights",200 W,Every day,"₦6,000",₦300,Bank transfer,Monthly,Top up with generator/fuel,Not appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Insufficient capacity to power all devices, Difficulty/delay in exchanging batteries",Probably would recommend,Faster exchange,No,-,photo_205.jpg,9.538632094,7.551908153,538.67416,11.94212044
ID-206,Workshop,Top Foods,"Abuja FCT, Nigeria",Mobile Trader,,5-Feb,,"₦50,000–₦250,000",Fossil generator,5–10,More than 6 hours,"More than ₦5,000","More than ₦5,000",Dissatisfied,High daily cost compared to current method,"Fan, Machinery, POS terminal",1000 W,Every day,"₦6,000",₦1000,Bank transfer,Weekly,Rent an additional battery,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","Difficulty/delay in exchanging batteries, High daily cost compared to current method, Maintenance/damage responsibility",Definitely would recommend,Better monitoring,Yes,I don’t know,photo_206.jpg,9.122140556,7.566160016,503.5910311,19.20488139
ID-207,Shop,Top Tech,"Abuja FCT, Nigeria",Repair/Services,,Just me (sole proprietor),,"₦500,000–₦1,000,000",National Grid,0–4,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Satisfied,Insufficient capacity to power all devices,"Lights, TV",300 W,1–3 times per week,"₦3,000",₦1000,Cash,Monthly,Rent an additional battery,Appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Maintenance/damage responsibility, Difficulty/delay in exchanging batteries",Would not recommend,Better monitoring,No,None,photo_207.jpg,9.291290974,7.486111152,534.8638984,14.541627
ID-208,Shop,Bright Foods,"Abuja FCT, Nigeria",Office/Consulting,,Just me (sole proprietor),,"₦500,000–₦1,000,000",Mixed sources,5–10,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,Noise or pollution (if using generator),"Fan, Mobile phone charger, Machinery",300 W,1–3 times per week,"₦6,000",₦300,POS/Mobile App,Weekly,Rent an additional battery,Slightly appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly",Unreliable availability of charged units,Probably would recommend,Lower cost,No,Beyond,photo_208.jpg,9.508865311,7.400735742,540.4681804,15.24084425
ID-209,MSME,Royal Ventures,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦250,000–₦500,000",None,0–4,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"Fan, TV, Fridge",300 W,4–6 times per week,"₦6,000",₦300,POS/Mobile App,Pay-as-you-use,Rent an additional battery,Slightly appealing,Reliable service (24/7 availability),"Unreliable availability of charged units, High daily cost compared to current method, Maintenance/damage responsibility",Definitely would recommend,None,Yes,None,photo_209.jpg,9.110936963,7.79505119,548.1088266,19.0162174
ID-210,Workshop,Golden Tech,"Abuja FCT, Nigeria",Office/Consulting,,5-Feb,,"₦250,000–₦500,000",Fossil generator,0–4,More than 6 hours,"More than ₦5,000","More than ₦5,000",Very satisfied,High daily cost compared to current method,"POS terminal, TV, Fan, Mobile phone charger, Machinery",200 W,1–3 times per week,"₦5,000",₦1000,POS/Mobile App,Daily,Top up with generator/fuel,Moderately appealing,Reliable service (24/7 availability),Unreliable availability of charged units,Probably would recommend,Better monitoring,No,None,photo_210.jpg,9.36947714,7.410428438,505.7927807,18.54283232
ID-211,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,5,,"₦50,000–₦100,000",,National Grid,11–18,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,Noise or pollution (if using generator),"TV, Mobile phone charger, Fan, Fridge, POS terminal",200 W,Rarely,"₦5,000",₦300,Cash,Daily,Rent an additional battery,Not appealing,Reliable service (24/7 availability),"High daily cost compared to current method, Difficulty/delay in exchanging batteries, Insufficient capacity to power all devices",Probably would recommend,Faster exchange,No,None,photo_211.jpg,9.047172468,7.367181501,512.7085426,13.60674363
ID-212,MSME,Top Stores,"Abuja FCT, Nigeria",Restaurant/Catering,,Just me (sole proprietor),,"₦250,000–₦500,000",None,0–4,More than 6 hours,"More than ₦5,000","₦1,000–₦3,000",Very satisfied,Insufficient capacity to power all devices,"Fan, Machinery, Mobile phone charger, Fridge, TV",2000 W,Rarely,"₦6,000",₦300,Bank transfer,Monthly,Top up with generator/fuel,Slightly appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Difficulty/delay in exchanging batteries, High daily cost compared to current method, Unreliable availability of charged units",Probably would recommend,Better monitoring,Yes,None,photo_212.jpg,9.228705601,7.535920036,531.0632087,18.37141007
ID-213,Workshop,Royal Foods,"Abuja FCT, Nigeria",Retail Shop,,More than 20,,"₦500,000–₦1,000,000",Mixed sources,11–18,2–4 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,Noise or pollution (if using generator),"Fridge, Fan",500 W,Every day,"₦3,000",₦500,Bank transfer,Weekly,Switch back to current method,Slightly appealing,Reliable service (24/7 availability),"Unreliable availability of charged units, High daily cost compared to current method, Maintenance/damage responsibility",Would not recommend,Lower cost,Yes,I don’t know,photo_213.jpg,9.567953777,7.554016636,507.342455,16.14495134
ID-214,Household (non-business),,"Abuja FCT, Nigeria",Mobile Trader,6,,"₦100,000–₦200,000",,Solar,5–10,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Satisfied,Unreliable availability of charged units,"Lights, Mobile phone charger, Fridge, TV, POS terminal",100 W,4–6 times per week,"₦7,000",₦1000,Cash,Weekly,Switch back to current method,Moderately appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Difficulty/delay in exchanging batteries, Insufficient capacity to power all devices, High daily cost compared to current method",Probably would recommend,Better monitoring,Yes,-,photo_214.jpg,9.567070014,7.626503462,504.5515887,19.10592791
ID-215,Shop,Golden Solutions,"Abuja FCT, Nigeria",Repair/Services,,20-Nov,,"₦500,000–₦1,000,000",Mixed sources,5–10,2–4 hours,"More than ₦5,000","More than ₦5,000",Dissatisfied,High daily cost compared to current method,"Fridge, POS terminal, Machinery, TV",300 W,1–3 times per week,"₦5,000",₦300,Cash,Daily,Top up with generator/fuel,Moderately appealing,Ability to charge/discharge flexibly,"Difficulty/delay in exchanging batteries, Unreliable availability of charged units, High daily cost compared to current method",Would not recommend,Faster exchange,No,None,photo_215.jpg,9.520770744,7.532876195,542.1114035,17.25801292
ID-216,MSME,Unity Tech,"Abuja FCT, Nigeria",Retail Shop,,More than 20,,"₦50,000–₦250,000",Fossil generator,11–18,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,Noise or pollution (if using generator),"Machinery, Mobile phone charger",500 W,Every day,"₦5,000",₦500,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Slightly appealing,Lower rental cost due to shared surplus,"Insufficient capacity to power all devices, Difficulty/delay in exchanging batteries",Probably would recommend,None,No,I don’t know,photo_216.jpg,9.050248428,7.733793702,525.5458804,18.24618611
ID-217,Shop,Green Foods,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦500,000–₦1,000,000",National Grid,5–10,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,Insufficient capacity to power all devices,"Machinery, Fridge, TV, POS terminal, Lights",200 W,1–3 times per week,"₦3,000",₦1000,Cash,Monthly,Switch back to current method,Not appealing,Ability to charge/discharge flexibly,"Unreliable availability of charged units, Difficulty/delay in exchanging batteries, High daily cost compared to current method",Definitely would recommend,None,Yes,Beyond,photo_217.jpg,9.309247172,7.768273314,500.9542569,16.07691851
ID-218,MSME,Metro Foods,"Abuja FCT, Nigeria",Repair/Services,,20-Nov,,"₦500,000–₦1,000,000",National Grid,5–10,2–4 hours,"More than ₦5,000","₦1,000–₦3,000",Satisfied,Unreliable availability of charged units,"Fridge, TV, Machinery",100 W,Every day,"₦6,000",₦300,POS/Mobile App,Weekly,Top up with generator/fuel,Not appealing,Ability to charge/discharge flexibly,"Unreliable availability of charged units, Insufficient capacity to power all devices",Probably would recommend,Lower cost,Yes,I don’t know,photo_218.jpg,9.260259505,7.676404045,528.9353923,15.40600106
ID-219,Workshop,Unity Collections,"Abuja FCT, Nigeria",Retail Shop,,10-Jun,,"₦500,000–₦1,000,000",Mixed sources,5–10,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Dissatisfied,Insufficient capacity to power all devices,"POS terminal, Fridge, Lights, Machinery, TV",2000 W,4–6 times per week,"₦5,000",₦1000,POS/Mobile App,Weekly,Switch back to current method,Moderately appealing,Reliable service (24/7 availability),"Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Probably would recommend,Lower cost,No,-,photo_219.jpg,9.217598527,7.750947974,503.3232217,13.81786875
ID-220,MSME,Metro Foods,"Abuja FCT, Nigeria",Retail Shop,,Just me (sole proprietor),,"₦250,000–₦500,000",Fossil generator,5–10,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Very dissatisfied,Unreliable availability of charged units,"Machinery, Lights, Fan, Fridge, POS terminal",500 W,4–6 times per week,"₦7,000",₦1000,Cash,Weekly,Switch back to current method,Appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Maintenance/damage responsibility, High daily cost compared to current method",Definitely would recommend,More flexibility,Yes,I don’t know,photo_220.jpg,9.292332328,7.49927719,505.8715845,10.23740197
ID-221,Shop,Royal Stores,"Abuja FCT, Nigeria",Mobile Trader,,20-Nov,,"₦500,000–₦1,000,000",Solar,11–18,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"Fan, Fridge",300 W,Rarely,"₦7,000",₦500,Bank transfer,Weekly,Switch back to current method,Appealing,Reliable service (24/7 availability),"High daily cost compared to current method, Maintenance/damage responsibility, Insufficient capacity to power all devices",Would not recommend,Better monitoring,No,I don’t know,photo_221.jpg,9.178161353,7.415762464,539.3091353,13.83187156
ID-222,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,7,,"₦20,000–₦50,000",,National Grid,0–4,More than 6 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Satisfied,High daily cost compared to current method,"Machinery, Mobile phone charger",300 W,Rarely,"₦5,000",₦300,POS/Mobile App,Daily,Top up with generator/fuel,Moderately appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Definitely would recommend,Better monitoring,Yes,-,photo_222.jpg,9.281842131,7.633626703,538.6163486,14.2157475
